# File generated by CMD 3.4 (http://stev.oapd.inaf.it/cmd) on Thu Apr  8 17:44:48 CEST 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: LSST ugrizY, March 2012 total filter throughputs (all ABmags)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: luminosity functions
# age     Z  magbinc 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
1e+10 0.00049  4.925  1.69e-03 8.92e-04 1.35e-03 1.76e-03 1.99e-03 2.07e-03 2.07e-03
1e+10 0.00049  4.975  1.74e-03 9.08e-04 1.44e-03 1.82e-03 2.03e-03 2.18e-03 2.14e-03
1e+10 0.00049  5.025  1.84e-03 9.57e-04 1.39e-03 1.92e-03 2.12e-03 2.13e-03 2.31e-03
1e+10 0.00049  5.075  1.81e-03 9.62e-04 1.51e-03 1.90e-03 2.16e-03 2.28e-03 2.27e-03
1e+10 0.00049  5.125  1.95e-03 9.95e-04 1.52e-03 1.95e-03 2.27e-03 2.38e-03 2.48e-03
1e+10 0.00049  5.175  1.88e-03 1.03e-03 1.54e-03 1.98e-03 2.31e-03 2.42e-03 2.52e-03
1e+10 0.00049  5.225  2.05e-03 1.08e-03 1.59e-03 2.16e-03 2.36e-03 2.55e-03 2.55e-03
1e+10 0.00049  5.275  2.01e-03 1.09e-03 1.67e-03 2.12e-03 2.45e-03 2.65e-03 2.72e-03
1e+10 0.00049  5.325  2.04e-03 1.13e-03 1.61e-03 2.15e-03 2.51e-03 2.61e-03 2.76e-03
1e+10 0.00049  5.375  2.18e-03 1.15e-03 1.75e-03 2.26e-03 2.60e-03 2.74e-03 2.86e-03
1e+10 0.00049  5.425  2.24e-03 1.12e-03 1.68e-03 2.30e-03 2.64e-03 2.91e-03 2.94e-03
1e+10 0.00049  5.475  2.29e-03 1.23e-03 1.79e-03 2.35e-03 2.71e-03 2.90e-03 3.00e-03
1e+10 0.00049  5.525  2.26e-03 1.24e-03 1.86e-03 2.39e-03 2.73e-03 2.96e-03 3.08e-03
1e+10 0.00049  5.575  2.41e-03 1.29e-03 1.82e-03 2.45e-03 2.78e-03 3.00e-03 3.15e-03
1e+10 0.00049  5.625  2.34e-03 1.30e-03 1.84e-03 2.51e-03 2.93e-03 3.09e-03 3.21e-03
1e+10 0.00049  5.675  2.53e-03 1.32e-03 1.97e-03 2.55e-03 2.88e-03 3.11e-03 3.29e-03
1e+10 0.00049  5.725  2.48e-03 1.34e-03 1.95e-03 2.63e-03 2.97e-03 3.24e-03 3.39e-03
1e+10 0.00049  5.775  2.54e-03 1.38e-03 2.01e-03 2.52e-03 3.04e-03 3.20e-03 3.36e-03
1e+10 0.00049  5.825  2.54e-03 1.39e-03 2.01e-03 2.67e-03 3.06e-03 3.40e-03 3.60e-03
1e+10 0.00049  5.875  2.69e-03 1.50e-03 2.04e-03 2.71e-03 3.12e-03 3.37e-03 3.53e-03
1e+10 0.00049  5.925  2.71e-03 1.46e-03 2.07e-03 2.79e-03 3.12e-03 3.34e-03 3.61e-03
1e+10 0.00049  5.975  2.75e-03 1.47e-03 2.17e-03 2.71e-03 3.21e-03 3.53e-03 3.57e-03
1e+10 0.00049  6.025  2.80e-03 1.55e-03 2.06e-03 2.83e-03 3.27e-03 3.55e-03 3.76e-03
1e+10 0.00049  6.075  2.85e-03 1.52e-03 2.18e-03 2.88e-03 3.22e-03 3.51e-03 3.90e-03
1e+10 0.00049  6.125  3.01e-03 1.54e-03 2.24e-03 2.86e-03 3.33e-03 3.63e-03 3.90e-03
1e+10 0.00049  6.175  2.97e-03 1.59e-03 2.20e-03 3.00e-03 3.44e-03 3.77e-03 3.83e-03
1e+10 0.00049  6.225  3.03e-03 1.59e-03 2.23e-03 2.93e-03 3.41e-03 3.85e-03 4.09e-03
1e+10 0.00049  6.275  3.12e-03 1.61e-03 2.26e-03 2.92e-03 3.63e-03 3.75e-03 4.19e-03
1e+10 0.00049  6.325  3.04e-03 1.65e-03 2.30e-03 3.06e-03 3.52e-03 4.01e-03 4.28e-03
1e+10 0.00049  6.375  3.24e-03 1.52e-03 2.25e-03 3.08e-03 3.77e-03 4.10e-03 4.19e-03
1e+10 0.00049  6.425  3.23e-03 1.64e-03 2.39e-03 3.12e-03 3.67e-03 4.19e-03 4.48e-03
1e+10 0.00049  6.475  3.42e-03 1.65e-03 2.29e-03 3.27e-03 3.74e-03 4.09e-03 4.59e-03
1e+10 0.00049  6.525  3.49e-03 1.68e-03 2.46e-03 3.15e-03 4.01e-03 4.38e-03 4.70e-03
1e+10 0.00049  6.575  3.56e-03 1.77e-03 2.43e-03 3.39e-03 3.90e-03 4.48e-03 4.39e-03
1e+10 0.00049  6.625  3.63e-03 1.65e-03 2.40e-03 3.45e-03 4.18e-03 4.24e-03 4.67e-03
1e+10 0.00049  6.675  3.70e-03 1.71e-03 2.43e-03 3.33e-03 4.07e-03 4.45e-03 4.57e-03
1e+10 0.00049  6.725  3.78e-03 1.69e-03 2.59e-03 3.58e-03 4.10e-03 4.35e-03 4.68e-03
1e+10 0.00049  6.775  3.86e-03 1.71e-03 2.41e-03 3.65e-03 4.05e-03 4.45e-03 5.00e-03
1e+10 0.00049  6.825  3.93e-03 1.85e-03 2.50e-03 3.52e-03 4.13e-03 4.75e-03 4.90e-03
1e+10 0.00049  6.875  4.02e-03 1.66e-03 2.53e-03 3.79e-03 4.42e-03 4.65e-03 5.24e-03
1e+10 0.00049  6.925  4.27e-03 1.78e-03 2.60e-03 3.87e-03 4.30e-03 4.97e-03 5.14e-03
1e+10 0.00049  6.975  4.00e-03 1.70e-03 2.59e-03 3.71e-03 4.40e-03 4.86e-03 5.50e-03
1e+10 0.00049  7.025  4.08e-03 1.82e-03 2.76e-03 3.65e-03 4.49e-03 5.20e-03 5.70e-03
1e+10 0.00049  7.075  4.36e-03 1.72e-03 2.80e-03 3.72e-03 4.58e-03 5.10e-03 6.02e-03
1e+10 0.00049  7.125  4.25e-03 1.79e-03 2.67e-03 3.79e-03 4.68e-03 5.71e-03 6.12e-03
1e+10 0.00049  7.175  4.34e-03 1.70e-03 2.89e-03 3.86e-03 4.79e-03 5.79e-03 6.21e-03
1e+10 0.00049  7.225  4.65e-03 1.83e-03 2.75e-03 3.93e-03 5.01e-03 5.88e-03 6.03e-03
1e+10 0.00049  7.275  4.53e-03 1.85e-03 2.98e-03 4.22e-03 5.47e-03 5.97e-03 6.40e-03
1e+10 0.00049  7.325  4.63e-03 1.78e-03 2.84e-03 4.09e-03 5.28e-03 6.06e-03 6.51e-03
1e+10 0.00049  7.375  4.96e-03 1.71e-03 3.07e-03 4.17e-03 5.35e-03 5.87e-03 6.61e-03
1e+10 0.00049  7.425  4.84e-03 1.86e-03 3.12e-03 4.25e-03 5.42e-03 6.24e-03 6.72e-03
1e+10 0.00049  7.475  5.31e-03 1.74e-03 2.97e-03 4.33e-03 5.49e-03 6.34e-03 7.47e-03
1e+10 0.00049  7.525  5.51e-03 1.76e-03 3.22e-03 4.46e-03 5.85e-03 6.44e-03 7.40e-03
1e+10 0.00049  7.575  5.58e-03 1.92e-03 3.07e-03 4.67e-03 5.65e-03 7.17e-03 7.88e-03
1e+10 0.00049  7.625  5.66e-03 1.82e-03 3.08e-03 4.73e-03 5.73e-03 7.06e-03 7.68e-03
1e+10 0.00049  7.675  5.74e-03 1.71e-03 3.07e-03 4.78e-03 5.81e-03 7.53e-03 7.83e-03
1e+10 0.00049  7.725  5.55e-03 1.84e-03 3.12e-03 4.57e-03 6.46e-03 7.67e-03 8.34e-03
1e+10 0.00049  7.775  5.91e-03 1.86e-03 2.97e-03 4.90e-03 6.66e-03 7.82e-03 8.14e-03
1e+10 0.00049  7.825  6.00e-03 1.88e-03 3.21e-03 4.96e-03 6.77e-03 7.60e-03 8.68e-03
1e+10 0.00049  7.875  6.09e-03 1.78e-03 3.27e-03 5.02e-03 7.23e-03 8.11e-03 1.02e-02
1e+10 0.00049  7.925  6.31e-03 1.79e-03 3.32e-03 5.08e-03 7.01e-03 8.27e-03 1.02e-02
1e+10 0.00049  7.975  6.98e-03 1.81e-03 3.37e-03 5.15e-03 7.13e-03 9.07e-03 1.09e-02
1e+10 0.00049  8.025  7.10e-03 1.97e-03 3.21e-03 4.92e-03 7.62e-03 1.02e-02 1.12e-02
1e+10 0.00049  8.075  7.22e-03 1.85e-03 3.48e-03 5.28e-03 7.39e-03 1.09e-02 1.15e-02
1e+10 0.00049  8.125  7.35e-03 1.87e-03 3.53e-03 5.88e-03 7.52e-03 1.07e-02 1.18e-02
1e+10 0.00049  8.175  7.48e-03 1.86e-03 3.59e-03 6.03e-03 8.57e-03 1.09e-02 1.23e-02
1e+10 0.00049  8.225  7.62e-03 1.89e-03 3.65e-03 6.46e-03 9.69e-03 1.12e-02 1.38e-02
1e+10 0.00049  8.275  7.76e-03 1.91e-03 3.48e-03 6.22e-03 1.04e-02 1.15e-02 1.43e-02
1e+10 0.00049  8.325  7.91e-03 1.93e-03 3.83e-03 6.31e-03 1.02e-02 1.34e-02 1.53e-02
1e+10 0.00049  8.375  9.12e-03 2.13e-03 3.66e-03 6.41e-03 1.04e-02 1.35e-02 1.49e-02
1e+10 0.00049  8.425  1.02e-02 1.97e-03 3.69e-03 6.51e-03 1.07e-02 1.45e-02 1.50e-02
1e+10 0.00049  8.475  1.04e-02 2.00e-03 3.72e-03 6.61e-03 1.09e-02 1.50e-02 1.50e-02
1e+10 0.00049  8.525  1.02e-02 2.02e-03 4.03e-03 6.72e-03 1.14e-02 1.45e-02 1.33e-02
1e+10 0.00049  8.575  1.09e-02 2.04e-03 3.80e-03 6.83e-03 1.33e-02 1.47e-02 1.37e-02
1e+10 0.00049  8.625  1.12e-02 2.06e-03 3.83e-03 9.08e-03 1.37e-02 1.46e-02 1.48e-02
1e+10 0.00049  8.675  1.15e-02 2.28e-03 3.87e-03 8.88e-03 1.42e-02 1.28e-02 1.46e-02
1e+10 0.00049  8.725  1.23e-02 2.11e-03 4.19e-03 9.07e-03 1.44e-02 1.39e-02 1.50e-02
1e+10 0.00049  8.775  1.40e-02 2.13e-03 3.95e-03 9.26e-03 1.39e-02 1.36e-02 1.55e-02
1e+10 0.00049  8.825  1.39e-02 2.16e-03 3.99e-03 9.47e-03 1.43e-02 1.47e-02 1.60e-02
1e+10 0.00049  8.875  1.49e-02 2.18e-03 4.03e-03 1.02e-02 1.29e-02 1.52e-02 1.48e-02
1e+10 0.00049  8.925  1.48e-02 2.21e-03 4.07e-03 9.91e-03 1.30e-02 1.49e-02 1.30e-02
1e+10 0.00049  8.975  1.41e-02 2.44e-03 4.40e-03 1.02e-02 1.33e-02 1.62e-02 1.33e-02
1e+10 0.00049  9.025  1.43e-02 2.26e-03 4.55e-03 1.21e-02 1.37e-02 1.37e-02 1.37e-02
1e+10 0.00049  9.075  1.34e-02 2.10e-03 5.00e-03 1.30e-02 1.41e-02 1.31e-02 1.47e-02
1e+10 0.00049  9.125  1.32e-02 2.29e-03 5.07e-03 1.28e-02 1.46e-02 1.34e-02 1.45e-02
1e+10 0.00049  9.175  1.42e-02 2.12e-03 5.13e-03 1.32e-02 1.50e-02 1.32e-02 1.49e-02
1e+10 0.00049  9.225  1.40e-02 2.34e-03 5.19e-03 1.35e-02 1.55e-02 1.42e-02 1.54e-02
1e+10 0.00049  9.275  1.51e-02 2.17e-03 4.91e-03 1.30e-02 1.27e-02 1.46e-02 1.59e-02
1e+10 0.00049  9.325  1.48e-02 2.40e-03 5.32e-03 1.35e-02 1.25e-02 1.50e-02 1.64e-02
1e+10 0.00049  9.375  1.61e-02 2.22e-03 5.39e-03 1.14e-02 1.28e-02 1.48e-02 1.55e-02
1e+10 0.00049  9.425  1.39e-02 2.45e-03 5.46e-03 1.24e-02 1.32e-02 1.59e-02 1.33e-02
1e+10 0.00049  9.475  1.30e-02 2.27e-03 5.16e-03 1.27e-02 1.35e-02 1.65e-02 1.29e-02
1e+10 0.00049  9.525  1.27e-02 2.51e-03 5.60e-03 1.24e-02 1.32e-02 1.45e-02 1.39e-02
1e+10 0.00049  9.575  1.37e-02 2.33e-03 5.68e-03 1.34e-02 1.43e-02 1.27e-02 1.43e-02
1e+10 0.00049  9.625  1.34e-02 2.35e-03 7.11e-03 1.31e-02 1.47e-02 1.30e-02 1.40e-02
1e+10 0.00049  9.675  1.45e-02 2.59e-03 7.47e-03 1.42e-02 1.51e-02 1.40e-02 1.51e-02
1e+10 0.00049  9.725  1.42e-02 2.41e-03 7.61e-03 1.38e-02 1.56e-02 1.36e-02 1.55e-02
1e+10 0.00049  9.775  1.53e-02 2.66e-03 7.75e-03 1.31e-02 1.48e-02 1.40e-02 1.60e-02
1e+10 0.00049  9.825  1.51e-02 2.46e-03 7.89e-03 1.18e-02 1.25e-02 1.51e-02 1.57e-02
1e+10 0.00049  9.875  1.55e-02 2.72e-03 8.03e-03 1.15e-02 1.22e-02 1.48e-02 1.69e-02
1e+10 0.00049  9.925  1.62e-02 2.52e-03 8.19e-03 1.18e-02 1.25e-02 1.52e-02 1.42e-02
1e+10 0.00049  9.975  1.25e-02 2.79e-03 8.84e-03 1.27e-02 1.28e-02 1.56e-02 1.40e-02
1e+10 0.00049 10.025  1.29e-02 2.77e-03 8.51e-03 1.24e-02 1.38e-02 1.69e-02 1.44e-02
1e+10 0.00049 10.075  1.32e-02 2.60e-03 9.41e-03 1.27e-02 1.34e-02 1.41e-02 1.48e-02
1e+10 0.00049 10.125  1.35e-02 2.88e-03 1.05e-02 1.37e-02 1.38e-02 1.34e-02 1.45e-02
1e+10 0.00049 10.175  1.39e-02 2.64e-03 1.14e-02 1.33e-02 1.41e-02 1.43e-02 1.56e-02
1e+10 0.00049 10.225  1.42e-02 2.92e-03 1.17e-02 1.37e-02 1.53e-02 1.41e-02 1.57e-02
1e+10 0.00049 10.275  1.46e-02 2.67e-03 1.14e-02 1.48e-02 1.49e-02 1.45e-02 1.26e-02
1e+10 0.00049 10.325  1.50e-02 2.96e-03 1.18e-02 1.42e-02 1.53e-02 1.48e-02 1.34e-02
1e+10 0.00049 10.375  1.54e-02 2.71e-03 1.18e-02 1.06e-02 1.33e-02 1.59e-02 1.31e-02
1e+10 0.00049 10.425  1.59e-02 3.00e-03 1.15e-02 1.08e-02 1.28e-02 1.25e-02 1.34e-02
1e+10 0.00049 10.475  1.53e-02 3.03e-03 1.11e-02 1.17e-02 1.25e-02 1.28e-02 1.44e-02
1e+10 0.00049 10.525  1.32e-02 2.77e-03 1.02e-02 1.13e-02 1.34e-02 1.30e-02 1.41e-02
1e+10 0.00049 10.575  1.36e-02 3.07e-03 1.11e-02 1.22e-02 1.31e-02 1.33e-02 1.44e-02
1e+10 0.00049 10.625  1.39e-02 2.81e-03 1.07e-02 1.18e-02 1.41e-02 1.30e-02 1.54e-02
1e+10 0.00049 10.675  1.36e-02 3.11e-03 1.16e-02 1.28e-02 1.38e-02 1.39e-02 1.25e-02
1e+10 0.00049 10.725  1.46e-02 2.85e-03 1.12e-02 1.24e-02 1.38e-02 1.43e-02 9.83e-03
1e+10 0.00049 10.775  1.50e-02 3.16e-03 1.15e-02 1.27e-02 1.10e-02 1.40e-02 1.04e-02
1e+10 0.00049 10.825  1.43e-02 2.89e-03 1.25e-02 1.38e-02 1.17e-02 1.50e-02 1.02e-02
1e+10 0.00049 10.875  1.26e-02 3.21e-03 1.21e-02 1.33e-02 1.14e-02 9.74e-03 1.08e-02
1e+10 0.00049 10.925  1.23e-02 2.94e-03 1.24e-02 1.45e-02 1.22e-02 9.90e-03 1.05e-02
1e+10 0.00049 10.975  1.25e-02 3.85e-03 1.11e-02 1.25e-02 1.19e-02 1.01e-02 1.12e-02
1e+10 0.00049 11.025  1.28e-02 3.99e-03 1.00e-02 1.10e-02 1.27e-02 1.02e-02 1.14e-02
1e+10 0.00049 11.075  1.31e-02 3.69e-03 1.02e-02 1.06e-02 1.24e-02 9.93e-03 1.11e-02
1e+10 0.00049 11.125  1.34e-02 4.06e-03 1.05e-02 1.14e-02 1.33e-02 1.06e-02 1.18e-02
1e+10 0.00049 11.175  1.37e-02 4.10e-03 1.07e-02 1.16e-02 1.29e-02 1.08e-02 1.15e-02
1e+10 0.00049 11.225  1.40e-02 3.80e-03 1.09e-02 1.13e-02 1.08e-02 1.09e-02 1.23e-02
1e+10 0.00049 11.275  1.39e-02 4.18e-03 1.12e-02 1.21e-02 8.47e-03 1.11e-02 1.25e-02
1e+10 0.00049 11.325  9.31e-03 4.23e-03 1.14e-02 1.24e-02 8.59e-03 1.13e-02 1.09e-02
1e+10 0.00049 11.375  9.46e-03 3.91e-03 1.17e-02 1.20e-02 8.25e-03 1.15e-02 6.76e-03
1e+10 0.00049 11.425  9.60e-03 4.31e-03 1.20e-02 9.49e-03 8.83e-03 1.18e-02 6.83e-03
1e+10 0.00049 11.475  9.76e-03 4.36e-03 1.22e-02 9.37e-03 8.96e-03 1.14e-02 6.91e-03
1e+10 0.00049 11.525  9.91e-03 4.03e-03 1.25e-02 9.53e-03 9.09e-03 1.07e-02 6.98e-03
1e+10 0.00049 11.575  1.01e-02 4.44e-03 1.29e-02 9.68e-03 9.23e-03 6.50e-03 6.86e-03
1e+10 0.00049 11.625  1.02e-02 4.49e-03 1.00e-02 9.85e-03 8.87e-03 6.57e-03 6.70e-03
1e+10 0.00049 11.675  1.04e-02 4.16e-03 9.45e-03 1.00e-02 9.50e-03 6.64e-03 7.06e-03
1e+10 0.00049 11.725  1.06e-02 5.21e-03 1.03e-02 1.02e-02 9.65e-03 6.71e-03 7.13e-03
1e+10 0.00049 11.775  1.13e-02 6.10e-03 9.81e-03 1.04e-02 9.80e-03 6.56e-03 6.92e-03
1e+10 0.00049 11.825  1.10e-02 6.19e-03 1.00e-02 1.05e-02 9.95e-03 6.69e-03 7.29e-03
1e+10 0.00049 11.875  1.12e-02 6.28e-03 1.02e-02 1.07e-02 9.57e-03 6.48e-03 7.07e-03
1e+10 0.00049 11.925  1.14e-02 6.38e-03 1.04e-02 1.09e-02 1.03e-02 6.83e-03 7.45e-03
1e+10 0.00049 11.975  1.16e-02 6.47e-03 1.13e-02 1.07e-02 1.04e-02 6.90e-03 3.91e-03
1e+10 0.00049 12.025  6.59e-03 6.57e-03 1.08e-02 6.19e-03 7.25e-03 6.68e-03        0
1e+10 0.00049 12.075  6.01e-03 7.15e-03 1.10e-02 6.26e-03 4.95e-03 7.04e-03        0
1e+10 0.00049 12.125  6.33e-03 6.78e-03 1.13e-02 6.32e-03 5.25e-03 7.12e-03        0
1e+10 0.00049 12.175  6.13e-03 6.89e-03 1.15e-02 6.39e-03 5.29e-03 6.90e-03        0
1e+10 0.00049 12.225  6.18e-03 7.00e-03 1.17e-02 6.45e-03 5.34e-03        0        0
1e+10 0.00049 12.275  6.04e-03 7.11e-03 1.28e-02 6.05e-03 5.11e-03        0        0
1e+10 0.00049 12.325  5.86e-03 9.32e-03 1.15e-02 6.59e-03 5.20e-03        0        0
1e+10 0.00049 12.375  6.19e-03 9.52e-03 9.17e-03 6.66e-03 5.01e-03        0        0
1e+10 0.00049 12.425  5.97e-03 9.15e-03 9.32e-03 6.73e-03 5.05e-03        0        0
1e+10 0.00049 12.475  6.31e-03 9.94e-03 1.01e-02 6.80e-03 5.09e-03        0        0
1e+10 0.00049 12.525  6.08e-03 1.02e-02 9.65e-03 6.88e-03 4.84e-03        0        0
1e+10 0.00049 12.575  6.43e-03 1.03e-02 9.82e-03 6.95e-03 5.17e-03        0        0
1e+10 0.00049 12.625  6.20e-03 9.56e-03 9.99e-03 7.03e-03 5.21e-03        0        0
1e+10 0.00049 12.675  6.56e-03 9.76e-03 1.02e-02 7.11e-03 5.25e-03        0        0
1e+10 0.00049 12.725  4.21e-03 9.97e-03 1.04e-02 7.19e-03 5.29e-03        0        0
1e+10 0.00049 12.775         0 9.11e-03 1.05e-02 7.28e-03 5.33e-03        0        0
1e+10 0.00049 12.825         0 8.97e-03 1.02e-02 7.36e-03 5.38e-03        0        0
1e+10 0.00049 12.875         0 8.48e-03 8.18e-03 7.45e-03 3.31e-03        0        0
1e+10 0.00049 12.925         0 9.31e-03 7.74e-03 7.53e-03        0        0        0
1e+10 0.00049 12.975         0 9.50e-03 8.41e-03 7.62e-03        0        0        0
1e+10 0.00049 13.025         0 9.70e-03 8.53e-03 7.72e-03        0        0        0
1e+10 0.00049 13.075         0 9.90e-03 8.07e-03 4.85e-03        0        0        0
1e+10 0.00049 13.125         0 1.01e-02 8.77e-03 3.11e-03        0        0        0
1e+10 0.00049 13.175         0 1.03e-02 8.90e-03 3.39e-03        0        0        0
1e+10 0.00049 13.225         0 9.79e-03 8.43e-03 3.15e-03        0        0        0
1e+10 0.00049 13.275         0 1.08e-02 9.17e-03 3.43e-03        0        0        0
1e+10 0.00049 13.325         0 1.06e-02 8.69e-03 3.18e-03        0        0        0
1e+10 0.00049 13.375         0 8.16e-03 9.45e-03 3.46e-03        0        0        0
1e+10 0.00049 13.425         0 8.30e-03 9.60e-03 3.21e-03        0        0        0
1e+10 0.00049 13.475         0 9.05e-03 9.10e-03 3.50e-03        0        0        0
1e+10 0.00049 13.525         0 8.60e-03 7.03e-03 3.24e-03        0        0        0
1e+10 0.00049 13.575         0 8.75e-03 5.32e-03 3.04e-03        0        0        0
1e+10 0.00049 13.625         0 8.91e-03 5.37e-03 2.78e-03        0        0        0
1e+10 0.00049 13.675         0 9.07e-03 5.42e-03 3.07e-03        0        0        0
1e+10 0.00049 13.725         0 9.90e-03 5.47e-03 2.80e-03        0        0        0
1e+10 0.00049 13.775         0 9.42e-03 5.51e-03 3.10e-03        0        0        0
1e+10 0.00049 13.825         0 9.60e-03 5.56e-03 2.83e-03        0        0        0
1e+10 0.00049 13.875         0 9.79e-03 5.61e-03 3.13e-03        0        0        0
1e+10 0.00049 13.925         0 9.98e-03 5.67e-03 3.14e-03        0        0        0
1e+10 0.00049 13.975         0 1.02e-02 5.72e-03 2.87e-03        0        0        0
1e+10 0.00049 14.025         0 1.11e-02 5.77e-03 3.17e-03        0        0        0
1e+10 0.00049 14.075         0 1.06e-02 5.83e-03 2.90e-03        0        0        0
1e+10 0.00049 14.125         0 8.80e-03 5.88e-03 3.20e-03        0        0        0
1e+10 0.00049 14.175         0 7.53e-03 5.94e-03 2.92e-03        0        0        0
1e+10 0.00049 14.225         0 8.28e-03 5.99e-03 3.23e-03        0        0        0
1e+10 0.00049 14.275         0 7.76e-03 6.05e-03 2.95e-03        0        0        0
1e+10 0.00049 14.325         0 7.87e-03 6.11e-03 3.26e-03        0        0        0
1e+10 0.00049 14.375         0 8.66e-03 6.17e-03 2.98e-03        0        0        0
1e+10 0.00049 14.425         0 8.12e-03 6.23e-03 3.29e-03        0        0        0
1e+10 0.00049 14.475         0 8.25e-03 6.29e-03 3.01e-03        0        0        0
1e+10 0.00049 14.525         0 9.08e-03 6.36e-03        0        0        0        0
1e+10 0.00049 14.575         0 8.52e-03 6.42e-03        0        0        0        0
1e+10 0.00049 14.625         0 9.39e-03 6.49e-03        0        0        0        0
1e+10 0.00049 14.675         0 8.81e-03 6.55e-03        0        0        0        0
1e+10 0.00049 14.725         0 8.96e-03 6.62e-03        0        0        0        0
1e+10 0.00049 14.775         0 9.87e-03 4.33e-03        0        0        0        0
1e+10 0.00049 14.825         0 9.27e-03 2.85e-03        0        0        0        0
1e+10 0.00049 14.875         0 9.43e-03 2.86e-03        0        0        0        0
1e+10 0.00049 14.925         0 1.04e-02 2.88e-03        0        0        0        0
1e+10 0.00049 14.975         0 9.78e-03 2.89e-03        0        0        0        0
1e+10 0.00049 15.025         0 7.92e-03 2.90e-03        0        0        0        0
1e+10 0.00049 15.075         0 7.50e-03 2.92e-03        0        0        0        0
1e+10 0.00049 15.125         0 7.01e-03 2.93e-03        0        0        0        0
1e+10 0.00049 15.175         0 7.70e-03 2.68e-03        0        0        0        0
1e+10 0.00049 15.225         0 7.81e-03 2.96e-03        0        0        0        0
1e+10 0.00049 15.275         0 7.30e-03 2.97e-03        0        0        0        0
1e+10 0.00049 15.325         0 8.02e-03 2.74e-03        0        0        0        0
1e+10 0.00049 15.375         0 8.13e-03 2.77e-03        0        0        0        0
1e+10 0.00049 15.425         0 7.61e-03 2.78e-03        0        0        0        0
1e+10 0.00049 15.475         0 8.36e-03 2.52e-03        0        0        0        0
1e+10 0.00049 15.525         0 8.48e-03 2.81e-03        0        0        0        0
1e+10 0.00049 15.575         0 7.94e-03 2.54e-03        0        0        0        0
1e+10 0.00049 15.625         0 8.32e-03 2.83e-03        0        0        0        0
1e+10 0.00049 15.675         0 5.98e-03 2.56e-03        0        0        0        0
1e+10 0.00049 15.725         0 6.04e-03 2.85e-03        0        0        0        0
1e+10 0.00049 15.775         0 6.11e-03 2.58e-03        0        0        0        0
1e+10 0.00049 15.825         0 6.17e-03 2.88e-03        0        0        0        0
1e+10 0.00049 15.875         0 6.24e-03 2.89e-03        0        0        0        0
1e+10 0.00049 15.925         0 6.30e-03 2.61e-03        0        0        0        0
1e+10 0.00049 15.975         0 6.37e-03 2.91e-03        0        0        0        0
1e+10 0.00049 16.025         0 7.03e-03 2.63e-03        0        0        0        0
1e+10 0.00049 16.075         0 6.52e-03 2.94e-03        0        0        0        0
1e+10 0.00049 16.125         0 6.59e-03 2.66e-03        0        0        0        0
1e+10 0.00049 16.175         0 6.66e-03 2.96e-03        0        0        0        0
1e+10 0.00049 16.225         0 6.74e-03 2.98e-03        0        0        0        0
1e+10 0.00049 16.275         0 6.81e-03 2.69e-03        0        0        0        0
1e+10 0.00049 16.325         0 6.89e-03 3.00e-03        0        0        0        0
1e+10 0.00049 16.375         0 6.97e-03 9.04e-04        0        0        0        0
1e+10 0.00049 16.425         0 7.05e-03        0        0        0        0        0
1e+10 0.00049 16.475         0 7.79e-03        0        0        0        0        0
1e+10 0.00049 16.525         0 6.13e-03        0        0        0        0        0
1e+10 0.00049 16.575         0 3.97e-03        0        0        0        0        0
1e+10 0.00049 16.625         0 3.55e-03        0        0        0        0        0
1e+10 0.00049 16.675         0 4.02e-03        0        0        0        0        0
1e+10 0.00049 16.725         0 3.60e-03        0        0        0        0        0
1e+10 0.00049 16.775         0 4.07e-03        0        0        0        0        0
1e+10 0.00049 16.825         0 4.10e-03        0        0        0        0        0
1e+10 0.00049 16.875         0 3.67e-03        0        0        0        0        0
1e+10 0.00049 16.925         0 4.15e-03        0        0        0        0        0
1e+10 0.00049 16.975         0 4.18e-03        0        0        0        0        0
1e+10 0.00049 17.025         0 3.74e-03        0        0        0        0        0
1e+10 0.00049 17.075         0 4.24e-03        0        0        0        0        0
1e+10 0.00049 17.125         0 4.26e-03        0        0        0        0        0
1e+10 0.00049 17.175         0 3.82e-03        0        0        0        0        0
1e+10 0.00049 17.225         0 4.32e-03        0        0        0        0        0
1e+10 0.00049 17.275         0 3.87e-03        0        0        0        0        0
1e+10 0.00049 17.325         0 4.38e-03        0        0        0        0        0
1e+10 0.00049 17.375         0 4.41e-03        0        0        0        0        0
1e+10 0.00049 17.425         0 3.95e-03        0        0        0        0        0
