#Redshift	LSSTu	LSSTg	LSSTr	LSSTi	LSSTz	LSSTy	M_1450	M_i
        2.88000        19.83210        19.83160        19.53727        19.36850        19.80310        18.24531       -25.11282       -26.23670
        2.89000        19.84118        19.84065        19.54477        19.37572        19.81104        18.25262       -25.11212       -26.23601
        2.90000        19.85027        19.84974        19.55230        19.38297        19.81899        18.25996       -25.11137       -26.23526
        2.91000        19.85937        19.85887        19.55987        19.39025        19.82697        18.26732       -25.11057       -26.23446
        2.92000        19.86849        19.86803        19.56747        19.39756        19.83497        18.27471       -25.10971       -26.23360
        2.93000        19.87762        19.87723        19.57510        19.40490        19.84298        18.28213       -25.10880       -26.23269
        2.94000        19.88677        19.88647        19.58277        19.41227        19.85102        18.28957       -25.10783       -26.23172
        2.95000        19.89592        19.89574        19.59047        19.41968        19.85907        18.29704       -25.10682       -26.23070
        2.96000        19.90509        19.90504        19.59821        19.42712        19.86714        18.30453       -25.10574       -26.22963
        2.97000        19.91427        19.91438        19.60598        19.43459        19.87522        18.31205       -25.10462       -26.22851
        2.98000        19.92346        19.92375        19.61378        19.44209        19.88331        18.31959       -25.10344       -26.22733
        2.99000        19.93266        19.93315        19.62162        19.44962        19.89141        18.32715       -25.10221       -26.22610
        3.00000        19.94187        19.94259        19.62950        19.45718        19.89952        18.33474       -25.10093       -26.22482
        3.01000        19.95109        19.95206        19.63741        19.46478        19.90763        18.34236       -25.09960       -26.22349
        3.02000        19.96032        19.96156        19.64536        19.47240        19.91576        18.34999       -25.09822       -26.22211
        3.03000        19.96956        19.97110        19.65334        19.48006        19.92388        18.35765       -25.09679       -26.22068
        3.04000        19.97880        19.98067        19.66136        19.48775        19.93201        18.36533       -25.09531       -26.21920
        3.05000        19.98805        19.99027        19.66942        19.49547        19.94015        18.37304       -25.09378       -26.21767
        3.06000        19.99731        19.99990        19.67751        19.50322        19.94829        18.38077       -25.09220       -26.21609
        3.07000        20.00657        20.00956        19.68564        19.51100        19.95643        18.38852       -25.09058       -26.21446
        3.08000        20.01584        20.01926        19.69381        19.51880        19.96459        18.39629       -25.08890       -26.21279
        3.09000        20.02512        20.02899        19.70201        19.52662        19.97275        18.40408       -25.08718       -26.21107
        3.10000        20.03440        20.03875        19.71025        19.53446        19.98091        18.41189       -25.08541       -26.20930
        3.11000        20.04369        20.04854        19.71852        19.54233        19.98909        18.41972       -25.08359       -26.20748
        3.12000        20.05298        20.05836        19.72684        19.55022        19.99728        18.42758       -25.08173       -26.20562
        3.13000        20.06228        20.06821        19.73518        19.55812        20.00548        18.43545       -25.07982       -26.20371
        3.14000        20.07157        20.07809        19.74357        19.56605        20.01370        18.44335       -25.07787       -26.20175
        3.15000        20.08088        20.08801        19.75198        19.57400        20.02193        18.45126       -25.07587       -26.19975
        3.16000        20.09019        20.09795        19.76043        19.58196        20.03017        18.45920       -25.07382       -26.19771
        3.17000        20.09950        20.10792        19.76891        19.58995        20.03843        18.46715       -25.07173       -26.19562
        3.18000        20.10881        20.11793        19.77742        19.59795        20.04671        18.47513       -25.06960       -26.19349
        3.19000        20.11813        20.12796        19.78596        19.60597        20.05501        18.48312       -25.06742       -26.19131
        3.20000        20.12745        20.13802        19.79454        19.61401        20.06333        18.49113       -25.06520       -26.18909
        3.21000        20.13677        20.14811        19.80314        19.62207        20.07167        18.49916       -25.06294       -26.18682
        3.22000        20.14609        20.15823        19.81177        19.63015        20.08003        18.50722       -25.06063       -26.18452
        3.23000        20.15542        20.16838        19.82042        19.63824        20.08840        18.51529       -25.05828       -26.18217
        3.24000        20.16474        20.17856        19.82911        19.64635        20.09680        18.52337       -25.05589       -26.17978
        3.25000        20.17408        20.18876        19.83782        19.65447        20.10523        18.53148       -25.05346       -26.17734
        3.26000        20.18341        20.19900        19.84656        19.66262        20.11367        18.53961       -25.05098       -26.17487
        3.27000        20.19274        20.20926        19.85532        19.67078        20.12213        18.54775       -25.04846       -26.17235
        3.28000        20.20208        20.21954        19.86411        19.67897        20.13060        18.55592       -25.04591       -26.16980
        3.29000        20.21142        20.22986        19.87292        19.68718        20.13910        18.56410       -25.04331       -26.16720
        3.30000        20.22076        20.24020        19.88176        19.69541        20.14761        18.57230       -25.04067       -26.16456
        3.31000        20.23011        20.25056        19.89062        19.70367        20.15614        18.58051       -25.03800       -26.16188
        3.32000        20.23946        20.26095        19.89950        19.71194        20.16468        18.58875       -25.03528       -26.15917
        3.33000        20.24881        20.27137        19.90841        19.72024        20.17323        18.59700       -25.03252       -26.15641
        3.34000        20.25816        20.28182        19.91734        19.72857        20.18180        18.60527       -25.02973       -26.15362
        3.35000        20.26752        20.29228        19.92630        19.73692        20.19037        18.61356       -25.02690       -26.15078
        3.36000        20.27688        20.30277        19.93528        19.74529        20.19896        18.62187       -25.02402       -26.14791
        3.37000        20.28624        20.31329        19.94428        19.75369        20.20755        18.63019       -25.02112       -26.14500
        3.38000        20.29561        20.32382        19.95331        19.76211        20.21615        18.63854       -25.01817       -26.14206
        3.39000        20.30498        20.33438        19.96236        19.77055        20.22476        18.64690       -25.01518       -26.13907
        3.40000        20.31436        20.34496        19.97143        19.77903        20.23337        18.65527       -25.01216       -26.13605
        3.41000        20.32374        20.35557        19.98053        19.78752        20.24198        18.66367       -25.00911       -26.13299
        3.42000        20.33312        20.36619        19.98965        19.79605        20.25060        18.67208       -25.00601       -26.12990
        3.43000        20.34251        20.37683        19.99879        19.80461        20.25923        18.68051       -25.00288       -26.12677
        3.44000        20.35191        20.38749        20.00796        19.81319        20.26787        18.68895       -24.99971       -26.12360
        3.45000        20.36131        20.39817        20.01715        19.82179        20.27651        18.69740       -24.99651       -26.12040
        3.46000        20.37071        20.40887        20.02637        19.83043        20.28517        18.70587       -24.99328       -26.11716
        3.47000        20.38012        20.41959        20.03561        19.83908        20.29384        18.71436       -24.99000       -26.11389
        3.48000        20.38954        20.43032        20.04488        19.84776        20.30252        18.72285       -24.98670       -26.11058
        3.49000        20.39897        20.44107        20.05417        19.85646        20.31122        18.73136       -24.98336       -26.10724
        3.50000        20.40840        20.45184        20.06348        19.86518        20.31994        18.73988       -24.97998       -26.10387
        3.51000        20.41784        20.46262        20.07282        19.87392        20.32868        18.74842       -24.97657       -26.10046
        3.52000        20.42729        20.47341        20.08218        19.88268        20.33744        18.75696       -24.97313       -26.09702
        3.53000        20.43674        20.48423        20.09156        19.89146        20.34622        18.76552       -24.96965       -26.09354
        3.54000        20.44620        20.49505        20.10097        19.90026        20.35503        18.77409       -24.96614       -26.09003
        3.55000        20.45567        20.50589        20.11040        19.90907        20.36385        18.78268       -24.96260       -26.08649
        3.56000        20.46515        20.51674        20.11986        19.91791        20.37270        18.79127       -24.95903       -26.08291
        3.57000        20.47464        20.52761        20.12934        19.92676        20.38157        18.79988       -24.95542       -26.07931
        3.58000        20.48413        20.53848        20.13884        19.93563        20.39047        18.80850       -24.95178       -26.07567
        3.59000        20.49363        20.54937        20.14837        19.94451        20.39940        18.81713       -24.94811       -26.07200
        3.60000        20.50314        20.56027        20.15792        19.95341        20.40834        18.82577       -24.94441       -26.06830
        3.61000        20.51266        20.57118        20.16749        19.96232        20.41732        18.83442       -24.94068       -26.06456
        3.62000        20.52218        20.58210        20.17709        19.97124        20.42632        18.84309       -24.93691       -26.06080
        3.63000        20.53171        20.59302        20.18672        19.98018        20.43534        18.85176       -24.93312       -26.05700
        3.64000        20.54125        20.60396        20.19636        19.98913        20.44438        18.86045       -24.92929       -26.05318
        3.65000        20.55080        20.61491        20.20603        19.99809        20.45345        18.86915       -24.92544       -26.04932
        3.66000        20.56036        20.62587        20.21572        20.00706        20.46254        18.87787       -24.92155       -26.04544
        3.67000        20.56993        20.63683        20.22544        20.01605        20.47164        18.88660       -24.91763       -26.04152
        3.68000        20.57950        20.64780        20.23518        20.02505        20.48077        18.89534       -24.91369       -26.03758
        3.69000        20.58908        20.65878        20.24494        20.03406        20.48991        18.90409       -24.90972       -26.03360
        3.70000        20.59867        20.66976        20.25473        20.04309        20.49907        18.91286       -24.90571       -26.02960
        3.71000        20.60827        20.68075        20.26454        20.05213        20.50823        18.92164       -24.90168       -26.02557
        3.72000        20.61787        20.69175        20.27438        20.06119        20.51741        18.93044       -24.89762       -26.02151
        3.73000        20.62748        20.70276        20.28423        20.07026        20.52659        18.93925       -24.89353       -26.01742
        3.74000        20.63710        20.71376        20.29411        20.07935        20.53579        18.94807       -24.88941       -26.01330
        3.75000        20.64672        20.72478        20.30402        20.08845        20.54499        18.95690       -24.88527       -26.00916
        3.76000        20.65635        20.73579        20.31394        20.09757        20.55420        18.96575       -24.88110       -26.00498
        3.77000        20.66599        20.74682        20.32389        20.10671        20.56341        18.97461       -24.87690       -26.00078
        3.78000        20.67563        20.75784        20.33386        20.11587        20.57263        18.98349       -24.87267       -25.99656
        3.79000        20.68528        20.76887        20.34385        20.12504        20.58185        18.99237       -24.86841       -25.99230
        3.80000        20.69493        20.77991        20.35386        20.13424        20.59107        19.00127       -24.86413       -25.98802
        3.81000        20.70459        20.79094        20.36389        20.14345        20.60029        19.01019       -24.85983       -25.98371
        3.82000        20.71425        20.80198        20.37394        20.15268        20.60952        19.01912       -24.85549       -25.97938
        3.83000        20.72391        20.81302        20.38401        20.16194        20.61874        19.02806       -24.85113       -25.97502
        3.84000        20.73358        20.82407        20.39410        20.17121        20.62797        19.03701       -24.84675       -25.97063
        3.85000        20.74326        20.83511        20.40421        20.18050        20.63720        19.04597       -24.84233       -25.96622
        3.86000        20.75294        20.84616        20.41434        20.18982        20.64643        19.05495       -24.83790       -25.96178
        3.87000        20.76262        20.85721        20.42449        20.19916        20.65567        19.06393       -24.83343       -25.95732
        3.88000        20.77230        20.86826        20.43465        20.20851        20.66491        19.07293       -24.82895       -25.95283
        3.89000        20.78199        20.87932        20.44483        20.21789        20.67415        19.08194       -24.82443       -25.94832
        3.90000        20.79169        20.89037        20.45503        20.22729        20.68341        19.09096       -24.81990       -25.94378
        3.91000        20.80138        20.90143        20.46525        20.23671        20.69267        19.09998       -24.81533       -25.93922
        3.92000        20.81108        20.91248        20.47548        20.24615        20.70194        19.10902       -24.81075       -25.93464
        3.93000        20.82079        20.92354        20.48574        20.25560        20.71122        19.11807       -24.80614       -25.93003
        3.94000        20.83049        20.93459        20.49600        20.26508        20.72052        19.12712       -24.80150       -25.92539
        3.95000        20.84020        20.94565        20.50629        20.27458        20.72983        19.13619       -24.79685       -25.92073
        3.96000        20.84992        20.95670        20.51659        20.28409        20.73915        19.14526       -24.79217       -25.91605
        3.97000        20.85964        20.96776        20.52691        20.29362        20.74849        19.15434       -24.78746       -25.91135
        3.98000        20.86936        20.97881        20.53725        20.30317        20.75784        19.16343       -24.78273       -25.90662
        3.99000        20.87909        20.98987        20.54760        20.31273        20.76721        19.17253       -24.77798       -25.90187
        4.00000        20.88883        21.00092        20.55797        20.32231        20.77660        19.18164       -24.77321       -25.89710
        4.01000        20.89857        21.01197        20.56835        20.33191        20.78600        19.19076       -24.76841       -25.89230
        4.02000        20.90831        21.02303        20.57876        20.34152        20.79542        19.19989       -24.76359       -25.88748
        4.03000        20.91806        21.03408        20.58917        20.35114        20.80486        19.20902       -24.75875       -25.88264
        4.04000        20.92781        21.04513        20.59960        20.36078        20.81431        19.21816       -24.75389       -25.87778
        4.05000        20.93757        21.05617        20.61005        20.37043        20.82378        19.22731       -24.74901       -25.87289
        4.06000        20.94734        21.06722        20.62052        20.38009        20.83327        19.23647       -24.74410       -25.86799
        4.07000        20.95711        21.07827        20.63099        20.38977        20.84278        19.24564       -24.73917       -25.86306
        4.08000        20.96689        21.08931        20.64149        20.39946        20.85230        19.25482       -24.73422       -25.85811
        4.09000        20.97667        21.10035        20.65200        20.40916        20.86184        19.26401       -24.72925       -25.85314
        4.10000        20.98646        21.11139        20.66252        20.41887        20.87139        19.27320       -24.72426       -25.84815
        4.11000        20.99626        21.12243        20.67306        20.42860        20.88096        19.28240       -24.71925       -25.84314
        4.12000        21.00606        21.13347        20.68361        20.43834        20.89053        19.29162       -24.71422       -25.83811
        4.13000        21.01587        21.14450        20.69417        20.44809        20.90013        19.30084       -24.70916       -25.83305
        4.14000        21.02569        21.15553        20.70475        20.45786        20.90973        19.31007       -24.70409       -25.82798
        4.15000        21.03551        21.16656        20.71535        20.46763        20.91934        19.31931       -24.69900       -25.82289
        4.16000        21.04534        21.17759        20.72595        20.47742        20.92897        19.32857       -24.69388       -25.81777
        4.17000        21.05518        21.18861        20.73658        20.48722        20.93860        19.33783       -24.68875       -25.81264
        4.18000        21.06502        21.19963        20.74721        20.49703        20.94824        19.34709       -24.68360       -25.80749
        4.19000        21.07487        21.21065        20.75786        20.50685        20.95788        19.35637       -24.67843       -25.80231
        4.20000        21.08473        21.22167        20.76852        20.51668        20.96754        19.36566       -24.67323       -25.79712
        4.21000        21.09459        21.23268        20.77919        20.52652        20.97720        19.37495       -24.66802       -25.79191
        4.22000        21.10445        21.24369        20.78988        20.53638        20.98688        19.38426       -24.66279       -25.78668
        4.23000        21.11433        21.25470        20.80058        20.54624        20.99656        19.39357       -24.65754       -25.78143
        4.24000        21.12420        21.26570        20.81129        20.55612        21.00625        19.40290       -24.65228       -25.77616
        4.25000        21.13409        21.27670        20.82202        20.56601        21.01594        19.41223       -24.64699       -25.77088
        4.26000        21.14398        21.28770        20.83276        20.57591        21.02565        19.42157       -24.64169       -25.76557
        4.27000        21.15387        21.29869        20.84351        20.58582        21.03536        19.43091       -24.63636       -25.76025
        4.28000        21.16377        21.30968        20.85427        20.59573        21.04508        19.44027       -24.63102       -25.75491
        4.29000        21.17367        21.32066        20.86504        20.60566        21.05481        19.44963       -24.62566       -25.74955
        4.30000        21.18358        21.33165        20.87583        20.61560        21.06454        19.45901       -24.62029       -25.74418
        4.31000        21.19349        21.34263        20.88662        20.62555        21.07429        19.46839       -24.61489       -25.73878
        4.32000        21.20340        21.35360        20.89743        20.63550        21.08404        19.47777       -24.60948       -25.73337
        4.33000        21.21332        21.36457        20.90825        20.64546        21.09381        19.48717       -24.60405       -25.72794
        4.34000        21.22325        21.37554        20.91908        20.65543        21.10358        19.49657       -24.59861       -25.72250
        4.35000        21.23317        21.38651        20.92993        20.66541        21.11337        19.50597       -24.59315       -25.71703
        4.36000        21.24310        21.39747        20.94078        20.67540        21.12317        19.51538       -24.58767       -25.71155
        4.37000        21.25304        21.40843        20.95164        20.68540        21.13298        19.52480       -24.58217       -25.70606
        4.38000        21.26297        21.41938        20.96252        20.69540        21.14280        19.53422       -24.57666       -25.70054
        4.39000        21.27291        21.43033        20.97341        20.70542        21.15264        19.54365       -24.57113       -25.69501
        4.40000        21.28286        21.44128        20.98430        20.71544        21.16249        19.55308       -24.56558       -25.68947
        4.41000        21.29280        21.45223        20.99521        20.72548        21.17235        19.56252       -24.56002       -25.68390
        4.42000        21.30275        21.46317        21.00613        20.73552        21.18223        19.57196       -24.55444       -25.67833
        4.43000        21.31270        21.47411        21.01705        20.74557        21.19213        19.58141       -24.54884       -25.67273
        4.44000        21.32265        21.48504        21.02799        20.75563        21.20204        19.59086       -24.54323       -25.66712
        4.45000        21.33261        21.49597        21.03894        20.76569        21.21196        19.60032       -24.53761       -25.66150
        4.46000        21.34257        21.50690        21.04990        20.77577        21.22190        19.60978       -24.53197       -25.65585
        4.47000        21.35253        21.51782        21.06086        20.78586        21.23185        19.61924       -24.52631       -25.65020
        4.48000        21.36249        21.52874        21.07184        20.79595        21.24181        19.62871       -24.52064       -25.64452
        4.49000        21.37246        21.53965        21.08282        20.80605        21.25179        19.63818       -24.51495       -25.63884
        4.50000        21.38242        21.55056        21.09381        20.81617        21.26178        19.64766       -24.50925       -25.63313
        4.51000        21.39239        21.56147        21.10481        20.82629        21.27179        19.65714       -24.50353       -25.62742
        4.52000        21.40236        21.57237        21.11582        20.83642        21.28180        19.66663       -24.49780       -25.62169
        4.53000        21.41233        21.58327        21.12684        20.84656        21.29183        19.67612       -24.49205       -25.61594
        4.54000        21.42231        21.59416        21.13786        20.85671        21.30187        19.68561       -24.48629       -25.61018
        4.55000        21.43229        21.60505        21.14889        20.86687        21.31193        19.69511       -24.48051       -25.60440
        4.56000        21.44226        21.61594        21.15993        20.87703        21.32199        19.70461       -24.47472       -25.59861
        4.57000        21.45224        21.62682        21.17098        20.88721        21.33206        19.71412       -24.46892       -25.59281
        4.58000        21.46223        21.63769        21.18203        20.89740        21.34214        19.72363       -24.46310       -25.58699
        4.59000        21.47221        21.64856        21.19309        20.90760        21.35223        19.73314       -24.45727       -25.58116
        4.60000        21.48220        21.65943        21.20415        20.91780        21.36233        19.74266       -24.45142       -25.57531
        4.61000        21.49218        21.67029        21.21522        20.92802        21.37244        19.75219       -24.44556       -25.56945
        4.62000        21.50217        21.68114        21.22630        20.93825        21.38255        19.76172       -24.43969       -25.56358
        4.63000        21.51216        21.69199        21.23738        20.94849        21.39267        19.77125       -24.43381       -25.55769
        4.64000        21.52216        21.70283        21.24847        20.95873        21.40280        19.78079       -24.42791       -25.55179
        4.65000        21.53215        21.71367        21.25956        20.96899        21.41293        19.79034       -24.42199       -25.54588
        4.66000        21.54215        21.72450        21.27066        20.97925        21.42307        19.79988       -24.41607       -25.53995
        4.67000        21.55215        21.73533        21.28177        20.98953        21.43322        19.80944       -24.41013       -25.53401
        4.68000        21.56215        21.74615        21.29288        20.99981        21.44337        19.81900       -24.40417       -25.52806
        4.69000        21.57215        21.75696        21.30400        21.01010        21.45353        19.82856       -24.39821       -25.52210
        4.70000        21.58216        21.76777        21.31512        21.02039        21.46369        19.83813       -24.39223       -25.51612
        4.71000        21.59216        21.77857        21.32624        21.03070        21.47386        19.84770       -24.38624       -25.51013
        4.72000        21.60217        21.78937        21.33738        21.04101        21.48404        19.85728       -24.38024       -25.50413
        4.73000        21.61218        21.80016        21.34851        21.05133        21.49423        19.86686       -24.37423       -25.49811
        4.74000        21.62219        21.81094        21.35965        21.06166        21.50442        19.87645       -24.36820       -25.49209
        4.75000        21.63221        21.82172        21.37080        21.07199        21.51463        19.88604       -24.36216       -25.48605
        4.76000        21.64222        21.83249        21.38194        21.08233        21.52484        19.89563       -24.35611       -25.48000
        4.77000        21.65224        21.84325        21.39310        21.09267        21.53506        19.90523       -24.35004       -25.47393
        4.78000        21.66226        21.85401        21.40425        21.10302        21.54529        19.91483       -24.34397       -25.46786
        4.79000        21.67228        21.86476        21.41541        21.11338        21.55553        19.92444       -24.33788       -25.46177
        4.80000        21.68231        21.87551        21.42657        21.12374        21.56578        19.93405       -24.33179       -25.45567
        4.81000        21.69233        21.88625        21.43773        21.13411        21.57604        19.94367       -24.32568       -25.44956
        4.82000        21.70236        21.89698        21.44889        21.14449        21.58632        19.95329       -24.31955       -25.44344
        4.83000        21.71239        21.90771        21.46006        21.15487        21.59660        19.96291       -24.31342       -25.43731
        4.84000        21.72242        21.91843        21.47123        21.16526        21.60689        19.97254       -24.30728       -25.43117
        4.85000        21.73246        21.92914        21.48240        21.17565        21.61719        19.98217       -24.30112       -25.42501
        4.86000        21.74249        21.93985        21.49357        21.18605        21.62750        19.99180       -24.29496       -25.41885
        4.87000        21.75253        21.95055        21.50474        21.19646        21.63782        20.00144       -24.28878       -25.41267
        4.88000        21.76257        21.96124        21.51592        21.20687        21.64816        20.01109       -24.28259       -25.40648
        4.89000        21.77261        21.97193        21.52709        21.21729        21.65850        20.02073       -24.27640       -25.40028
        4.90000        21.78265        21.98261        21.53827        21.22771        21.66885        20.03038       -24.27019       -25.39408
        4.91000        21.79270        21.99329        21.54944        21.23815        21.67921        20.04004       -24.26397       -25.38786
        4.92000        21.80275        22.00396        21.56062        21.24859        21.68958        20.04969       -24.25774       -25.38163
        4.93000        21.81279        22.01462        21.57179        21.25903        21.69996        20.05935       -24.25150       -25.37539
        4.94000        21.82284        22.02527        21.58297        21.26949        21.71034        20.06902       -24.24525       -25.36914
        4.95000        21.83289        22.03592        21.59415        21.27994        21.72074        20.07869       -24.23899       -25.36288
        4.96000        21.84295        22.04657        21.60532        21.29041        21.73115        20.08836       -24.23272       -25.35661
        4.97000        21.85300        22.05720        21.61650        21.30088        21.74156        20.09803       -24.22644       -25.35033
        4.98000        21.86305        22.06783        21.62767        21.31136        21.75199        20.10771       -24.22015       -25.34404
        4.99000        21.87311        22.07846        21.63885        21.32184        21.76242        20.11739       -24.21385       -25.33774
        5.00000        21.88317        22.08908        21.65002        21.33233        21.77286        20.12707       -24.20754       -25.33143
        5.01000        21.89322        22.09969        21.66119        21.34283        21.78331        20.13676       -24.20122       -25.32511
        5.02000        21.90328        22.11029        21.67237        21.35333        21.79377        20.14645       -24.19489       -25.31878
        5.03000        21.91334        22.12089        21.68354        21.36384        21.80423        20.15614       -24.18855       -25.31244
        5.04000        21.92340        22.13148        21.69470        21.37436        21.81471        20.16583       -24.18221       -25.30609
        5.05000        21.93346        22.14207        21.70587        21.38488        21.82519        20.17553       -24.17585       -25.29974
        5.06000        21.94352        22.15265        21.71703        21.39541        21.83568        20.18523       -24.16948       -25.29337
        5.07000        21.95358        22.16323        21.72819        21.40594        21.84618        20.19493       -24.16311       -25.28700
        5.08000        21.96364        22.17380        21.73935        21.41648        21.85669        20.20464       -24.15673       -25.28061
        5.09000        21.97370        22.18436        21.75050        21.42703        21.86720        20.21435       -24.15033       -25.27422
        5.10000        21.98376        22.19492        21.76165        21.43758        21.87772        20.22406       -24.14393       -25.26782
        5.11000        21.99382        22.20547        21.77280        21.44814        21.88825        20.23377       -24.13752       -25.26141
        5.12000        22.00388        22.21602        21.78395        21.45870        21.89879        20.24349       -24.13110       -25.25499
        5.13000        22.01394        22.22656        21.79509        21.46926        21.90934        20.25320       -24.12467       -25.24856
        5.14000        22.02400        22.23710        21.80622        21.47984        21.91989        20.26292       -24.11824       -25.24213
        5.15000        22.03406        22.24763        21.81735        21.49041        21.93045        20.27265       -24.11179       -25.23568
        5.16000        22.04412        22.25816        21.82848        21.50100        21.94101        20.28237       -24.10534       -25.22923
        5.17000        22.05418        22.26868        21.83960        21.51159        21.95158        20.29209       -24.09888       -25.22277
        5.18000        22.06424        22.27919        21.85072        21.52219        21.96216        20.30182       -24.09241       -25.21630
        5.19000        22.07429        22.28971        21.86184        21.53280        21.97275        20.31155       -24.08593       -25.20982
        5.20000        22.08435        22.30021        21.87294        21.54341        21.98334        20.32128       -24.07945       -25.20334
        5.21000        22.09440        22.31072        21.88405        21.55403        21.99394        20.33101       -24.07295       -25.19684
        5.22000        22.10446        22.32121        21.89514        21.56466        22.00455        20.34074       -24.06645       -25.19034
        5.23000        22.11451        22.33171        21.90624        21.57529        22.01516        20.35048       -24.05994       -25.18383
        5.24000        22.12456        22.34219        21.91732        21.58593        22.02578        20.36021       -24.05343       -25.17732
        5.25000        22.13461        22.35268        21.92841        21.59658        22.03641        20.36995       -24.04690       -25.17079
        5.26000        22.14466        22.36316        21.93948        21.60723        22.04704        20.37969       -24.04037       -25.16426
        5.27000        22.15471        22.37363        21.95055        21.61789        22.05768        20.38943       -24.03383       -25.15772
        5.28000        22.16476        22.38410        21.96162        21.62855        22.06832        20.39917       -24.02728       -25.15117
        5.29000        22.17480        22.39457        21.97268        21.63922        22.07897        20.40891       -24.02073       -25.14462
        5.30000        22.18485        22.40503        21.98373        21.64990        22.08962        20.41865       -24.01417       -25.13806
        5.31000        22.19489        22.41549        21.99478        21.66058        22.10028        20.42839       -24.00760       -25.13149
        5.32000        22.20493        22.42594        22.00583        21.67127        22.11094        20.43814       -24.00102       -25.12491
        5.33000        22.21497        22.43639        22.01686        21.68196        22.12161        20.44788       -23.99444       -25.11833
        5.34000        22.22501        22.44684        22.02789        21.69266        22.13228        20.45763       -23.98785       -25.11174
        5.35000        22.23505        22.45728        22.03892        21.70336        22.14296        20.46737       -23.98125       -25.10514
        5.36000        22.24509        22.46771        22.04994        21.71407        22.15364        20.47712       -23.97465       -25.09854
        5.37000        22.25512        22.47815        22.06095        21.72478        22.16432        20.48686       -23.96804       -25.09193
        5.38000        22.26515        22.48858        22.07196        21.73550        22.17501        20.49661       -23.96142       -25.08531
        5.39000        22.27518        22.49900        22.08296        21.74622        22.18570        20.50636       -23.95480       -25.07869
        5.40000        22.28521        22.50942        22.09395        21.75694        22.19639        20.51610       -23.94817       -25.07206
        5.41000        22.29524        22.51984        22.10494        21.76767        22.20709        20.52585       -23.94153       -25.06542
        5.42000        22.30527        22.53026        22.11593        21.77840        22.21779        20.53560       -23.93489       -25.05878
        5.43000        22.31529        22.54067        22.12690        21.78913        22.22849        20.54535       -23.92824       -25.05213
        5.44000        22.32532        22.55108        22.13787        21.79987        22.23919        20.55510       -23.92158       -25.04547
        5.45000        22.33534        22.56148        22.14884        21.81061        22.24989        20.56486       -23.91492       -25.03881
        5.46000        22.34536        22.57188        22.15979        21.82136        22.26059        20.57461       -23.90825       -25.03214
        5.47000        22.35537        22.58227        22.17075        21.83211        22.27129        20.58437       -23.90158       -25.02546
        5.48000        22.36539        22.59267        22.18169        21.84287        22.28200        20.59413       -23.89490       -25.01878
        5.49000        22.37540        22.60306        22.19263        21.85362        22.29270        20.60388       -23.88821       -25.01210
        5.50000        22.38541        22.61344        22.20356        21.86439        22.30340        20.61364       -23.88152       -25.00540
        5.51000        22.39542        22.62382        22.21448        21.87515        22.31410        20.62340       -23.87482       -24.99871
        5.52000        22.40543        22.63420        22.22540        21.88592        22.32481        20.63317       -23.86811       -24.99200
        5.53000        22.41544        22.64458        22.23631        21.89669        22.33551        20.64293       -23.86140       -24.98529
        5.54000        22.42544        22.65495        22.24722        21.90747        22.34621        20.65269       -23.85469       -24.97857
        5.55000        22.43544        22.66532        22.25811        21.91824        22.35691        20.66245       -23.84797       -24.97185
        5.56000        22.44544        22.67568        22.26901        21.92902        22.36761        20.67222       -23.84124       -24.96513
        5.57000        22.45544        22.68604        22.27989        21.93980        22.37832        20.68199       -23.83451       -24.95839
        5.58000        22.46544        22.69640        22.29077        21.95058        22.38902        20.69175       -23.82777       -24.95166
        5.59000        22.47543        22.70675        22.30164        21.96136        22.39973        20.70152       -23.82102       -24.94491
        5.60000        22.48542        22.71710        22.31250        21.97215        22.41043        20.71129       -23.81428       -24.93816
        5.61000        22.49541        22.72745        22.32336        21.98293        22.42114        20.72106       -23.80752       -24.93141
        5.62000        22.50539        22.73779        22.33421        21.99372        22.43185        20.73083       -23.80076       -24.92465
        5.63000        22.51538        22.74813        22.34506        22.00450        22.44256        20.74060       -23.79400       -24.91789
        5.64000        22.52536        22.75846        22.35590        22.01529        22.45328        20.75037       -23.78723       -24.91112
        5.65000        22.53534        22.76879        22.36673        22.02608        22.46400        20.76014       -23.78045       -24.90434
        5.66000        22.54532        22.77912        22.37755        22.03686        22.47472        20.76991       -23.77367       -24.89756
        5.67000        22.55529        22.78944        22.38837        22.04765        22.48544        20.77968       -23.76689       -24.89078
        5.68000        22.56527        22.79976        22.39919        22.05844        22.49617        20.78946       -23.76010       -24.88399
        5.69000        22.57524        22.81007        22.40999        22.06922        22.50690        20.79923       -23.75331       -24.87719
        5.70000        22.58520        22.82038        22.42079        22.08001        22.51764        20.80900       -23.74651       -24.87039
        5.71000        22.59517        22.83068        22.43159        22.09079        22.52837        20.81878       -23.73970       -24.86359
        5.72000        22.60513        22.84098        22.44238        22.10157        22.53911        20.82855       -23.73289       -24.85678
        5.73000        22.61509        22.85128        22.45316        22.11235        22.54985        20.83832       -23.72608       -24.84997
        5.74000        22.62505        22.86157        22.46393        22.12313        22.56060        20.84810       -23.71926       -24.84315
        5.75000        22.63501        22.87186        22.47470        22.13391        22.57135        20.85787       -23.71244       -24.83633
        5.76000        22.64496        22.88214        22.48546        22.14469        22.58210        20.86765       -23.70561       -24.82950
        5.77000        22.65491        22.89242        22.49622        22.15547        22.59285        20.87742       -23.69878       -24.82267
