#Redshift	LSSTu	LSSTg	LSSTr	LSSTi	LSSTz	LSSTy	M_1450	M_i
        5.78000        22.66486        22.90269        22.50697        22.16624        22.60361        20.88720       -23.69195       -24.81584
        5.79000        22.67480        22.91296        22.51772        22.17702        22.61436        20.89697       -23.68511       -24.80900
        5.80000        22.68474        22.92322        22.52845        22.18780        22.62513        20.90675       -23.67826       -24.80215
        5.81000        22.69468        22.93348        22.53919        22.19857        22.63589        20.91652       -23.67142       -24.79530
        5.82000        22.70462        22.94374        22.54991        22.20934        22.64667        20.92629       -23.66456       -24.78845
        5.83000        22.71455        22.95398        22.56063        22.22011        22.65744        20.93607       -23.65771       -24.78160
        5.84000        22.72448        22.96423        22.57135        22.23088        22.66822        20.94584       -23.65085       -24.77474
        5.85000        22.73441        22.97447        22.58206        22.24165        22.67900        20.95561       -23.64398       -24.76787
        5.86000        22.74434        22.98470        22.59276        22.25242        22.68979        20.96539       -23.63712       -24.76100
        5.87000        22.75426        22.99493        22.60346        22.26318        22.70058        20.97516       -23.63024       -24.75413
        5.88000        22.76418        23.00516        22.61415        22.27394        22.71138        20.98493       -23.62337       -24.74725
        5.89000        22.77410        23.01537        22.62483        22.28470        22.72218        20.99470       -23.61649       -24.74037
        5.90000        22.78401        23.02559        22.63551        22.29545        22.73299        21.00447       -23.60960       -24.73349
        5.91000        22.79393        23.03580        22.64617        22.30621        22.74381        21.01424       -23.60272       -24.72660
        5.92000        22.80383        23.04601        22.65684        22.31696        22.75463        21.02401       -23.59583       -24.71971
        5.93000        22.81374        23.05621        22.66749        22.32771        22.76545        21.03378       -23.58893       -24.71282
        5.94000        22.82364        23.06640        22.67814        22.33845        22.77628        21.04354       -23.58203       -24.70592
        5.95000        22.83354        23.07659        22.68878        22.34919        22.78712        21.05331       -23.57513       -24.69902
        5.96000        22.84344        23.08678        22.69942        22.35993        22.79797        21.06308       -23.56823       -24.69211
        5.97000        22.85334        23.09697        22.71004        22.37067        22.80882        21.07284       -23.56132       -24.68520
        5.98000        22.86323        23.10714        22.72066        22.38140        22.81968        21.08260       -23.55441       -24.67829
        5.99000        22.87312        23.11732        22.73127        22.39213        22.83054        21.09236       -23.54749       -24.67138
        6.00000        22.88300        23.12749        22.74188        22.40286        22.84141        21.10212       -23.54057       -24.66446
        6.01000        22.89289        23.13766        22.75247        22.41359        22.85229        21.11188       -23.53365       -24.65754
        6.02000        22.90277        23.14782        22.76306        22.42431        22.86318        21.12164       -23.52672       -24.65061
        6.03000        22.91264        23.15798        22.77364        22.43503        22.87407        21.13140       -23.51980       -24.64368
        6.04000        22.92252        23.16813        22.78421        22.44574        22.88497        21.14115       -23.51286       -24.63675
        6.05000        22.93239        23.17828        22.79477        22.45646        22.89587        21.15090       -23.50593       -24.62982
        6.06000        22.94226        23.18843        22.80532        22.46717        22.90678        21.16065       -23.49899       -24.62288
        6.07000        22.95212        23.19857        22.81587        22.47788        22.91770        21.17040       -23.49205       -24.61594
        6.08000        22.96198        23.20871        22.82640        22.48858        22.92862        21.18015       -23.48511       -24.60900
        6.09000        22.97184        23.21884        22.83693        22.49929        22.93955        21.18990       -23.47816       -24.60205
        6.10000        22.98170        23.22897        22.84745        22.50999        22.95049        21.19964       -23.47121       -24.59510
        6.11000        22.99155        23.23910        22.85796        22.52068        22.96143        21.20939       -23.46426       -24.58815
        6.12000        23.00140        23.24923        22.86846        22.53138        22.97238        21.21913       -23.45731       -24.58119
        6.13000        23.01125        23.25935        22.87895        22.54207        22.98333        21.22886       -23.45035       -24.57424
        6.14000        23.02109        23.26946        22.88943        22.55275        22.99430        21.23860       -23.44339       -24.56728
        6.15000        23.03093        23.27958        22.89991        22.56344        23.00527        21.24834       -23.43643       -24.56031
        6.16000        23.04077        23.28968        22.91037        22.57412        23.01624        21.25807       -23.42946       -24.55335
        6.17000        23.05060        23.29979        22.92083        22.58479        23.02723        21.26780       -23.42249       -24.54638
        6.18000        23.06043        23.30989        22.93127        22.59547        23.03822        21.27753       -23.41552       -24.53941
        6.19000        23.07026        23.31999        22.94171        22.60613        23.04922        21.28725       -23.40855       -24.53244
        6.20000        23.08009        23.33009        22.95214        22.61680        23.06022        21.29697       -23.40157       -24.52546
        6.21000        23.08991        23.34018        22.96255        22.62746        23.07124        21.30670       -23.39459       -24.51848
        6.22000        23.09973        23.35027        22.97296        22.63811        23.08226        21.31641       -23.38761       -24.51150
        6.23000        23.10954        23.36035        22.98336        22.64876        23.09328        21.32613       -23.38063       -24.50452
        6.24000        23.11935        23.37043        22.99376        22.65941        23.10432        21.33584       -23.37365       -24.49753
        6.25000        23.12916        23.38051        23.00414        22.67005        23.11536        21.34555       -23.36666       -24.49055
        6.26000        23.13896        23.39058        23.01451        22.68069        23.12641        21.35526       -23.35967       -24.48356
        6.27000        23.14876        23.40065        23.02488        22.69132        23.13747        21.36497       -23.35268       -24.47656
        6.28000        23.15856        23.41072        23.03523        22.70194        23.14854        21.37467       -23.34568       -24.46957
        6.29000        23.16836        23.42078        23.04558        22.71256        23.15962        21.38437       -23.33869       -24.46257
        6.30000        23.17815        23.43084        23.05592        22.72318        23.17070        21.39407       -23.33169       -24.45557
        6.31000        23.18794        23.44089        23.06625        22.73379        23.18179        21.40377       -23.32469       -24.44857
        6.32000        23.19772        23.45094        23.07657        22.74440        23.19289        21.41346       -23.31768       -24.44157
        6.33000        23.20750        23.46099        23.08688        22.75500        23.20400        21.42315       -23.31068       -24.43457
        6.34000        23.21728        23.47103        23.09719        22.76559        23.21512        21.43283       -23.30367       -24.42756
        6.35000        23.22705        23.48107        23.10749        22.77618        23.22624        21.44252       -23.29667       -24.42055
        6.36000        23.23682        23.49110        23.11777        22.78676        23.23737        21.45220       -23.28966       -24.41354
        6.37000        23.24659        23.50113        23.12805        22.79734        23.24850        21.46188       -23.28264       -24.40653
        6.38000        23.25635        23.51115        23.13832        22.80791        23.25964        21.47156       -23.27563       -24.39952
        6.39000        23.26611        23.52117        23.14859        22.81848        23.27079        21.48124       -23.26861       -24.39250
        6.40000        23.27587        23.53119        23.15884        22.82904        23.28194        21.49091       -23.26160       -24.38548
        6.41000        23.28562        23.54120        23.16909        22.83960        23.29310        21.50058       -23.25458       -24.37846
        6.42000        23.29537        23.55121        23.17932        22.85015        23.30426        21.51025       -23.24756       -24.37144
        6.43000        23.30511        23.56121        23.18955        22.86069        23.31543        21.51992       -23.24053       -24.36442
        6.44000        23.31485        23.57121        23.19978        22.87123        23.32660        21.52958       -23.23351       -24.35740
        6.45000        23.32459        23.58120        23.20999        22.88177        23.33777        21.53925       -23.22648       -24.35037
        6.46000        23.33433        23.59119        23.22019        22.89230        23.34895        21.54891       -23.21946       -24.34334
        6.47000        23.34406        23.60118        23.23039        22.90282        23.36013        21.55857       -23.21243       -24.33632
        6.48000        23.35378        23.61116        23.24058        22.91334        23.37131        21.56822       -23.20540       -24.32929
        6.49000        23.36351        23.62113        23.25076        22.92385        23.38250        21.57788       -23.19837       -24.32225
        6.50000        23.37322        23.63110        23.26094        22.93435        23.39369        21.58753       -23.19133       -24.31522
        6.51000        23.38294        23.64107        23.27110        22.94486        23.40488        21.59718       -23.18430       -24.30819
        6.52000        23.39265        23.65103        23.28126        22.95535        23.41607        21.60683       -23.17726       -24.30115
        6.53000        23.40236        23.66099        23.29141        22.96584        23.42727        21.61647       -23.17023       -24.29411
        6.54000        23.41206        23.67094        23.30155        22.97632        23.43847        21.62611       -23.16319       -24.28708
        6.55000        23.42176        23.68088        23.31169        22.98680        23.44966        21.63575       -23.15615       -24.28004
        6.56000        23.43146        23.69083        23.32182        22.99727        23.46086        21.64539       -23.14911       -24.27300
        6.57000        23.44115        23.70076        23.33194        23.00774        23.47207        21.65503       -23.14207       -24.26595
        6.58000        23.45084        23.71070        23.34205        23.01820        23.48327        21.66466       -23.13502       -24.25891
        6.59000        23.46053        23.72062        23.35215        23.02866        23.49447        21.67429       -23.12798       -24.25187
        6.60000        23.47021        23.73055        23.36225        23.03910        23.50568        21.68392       -23.12093       -24.24482
        6.61000        23.47988        23.74047        23.37234        23.04955        23.51689        21.69355       -23.11389       -24.23777
        6.62000        23.48956        23.75038        23.38243        23.05998        23.52810        21.70317       -23.10684       -24.23073
        6.63000        23.49923        23.76029        23.39250        23.07041        23.53931        21.71279       -23.09979       -24.22368
        6.64000        23.50889        23.77019        23.40257        23.08084        23.55052        21.72241       -23.09274       -24.21663
        6.65000        23.51855        23.78009        23.41264        23.09126        23.56174        21.73202       -23.08569       -24.20958
        6.66000        23.52821        23.78998        23.42269        23.10167        23.57295        21.74164       -23.07864       -24.20252
        6.67000        23.53786        23.79987        23.43274        23.11207        23.58416        21.75125       -23.07158       -24.19547
        6.68000        23.54751        23.80976        23.44278        23.12247        23.59538        21.76086       -23.06453       -24.18842
        6.69000        23.55716        23.81964        23.45282        23.13286        23.60659        21.77046       -23.05748       -24.18136
        6.70000        23.56680        23.82951        23.46284        23.14325        23.61781        21.78007       -23.05042       -24.17431
        6.71000        23.57644        23.83938        23.47286        23.15362        23.62902        21.78967       -23.04337       -24.16725
        6.72000        23.58607        23.84925        23.48288        23.16399        23.64023        21.79927       -23.03631       -24.16020
        6.73000        23.59570        23.85911        23.49289        23.17436        23.65144        21.80887       -23.02925       -24.15314
        6.74000        23.60533        23.86896        23.50289        23.18471        23.66266        21.81847       -23.02219       -24.14608
        6.75000        23.61495        23.87881        23.51288        23.19506        23.67386        21.82806       -23.01513       -24.13902
        6.76000        23.62456        23.88866        23.52287        23.20541        23.68507        21.83765       -23.00807       -24.13196
        6.77000        23.63418        23.89850        23.53285        23.21574        23.69628        21.84724       -23.00101       -24.12490
        6.78000        23.64379        23.90833        23.54283        23.22607        23.70748        21.85683       -22.99395       -24.11784
        6.79000        23.65339        23.91816        23.55280        23.23640        23.71868        21.86642       -22.98689       -24.11078
        6.80000        23.66299        23.92799        23.56276        23.24671        23.72988        21.87600       -22.97983       -24.10372
        6.81000        23.67259        23.93781        23.57271        23.25702        23.74108        21.88559       -22.97277       -24.09665
        6.82000        23.68218        23.94762        23.58266        23.26732        23.75227        21.89517       -22.96570       -24.08959
        6.83000        23.69177        23.95743        23.59261        23.27762        23.76346        21.90475       -22.95864       -24.08253
        6.84000        23.70136        23.96724        23.60254        23.28791        23.77465        21.91432       -22.95158       -24.07546
        6.85000        23.71094        23.97704        23.61247        23.29819        23.78583        21.92390       -22.94451       -24.06840
        6.86000        23.72051        23.98684        23.62240        23.30846        23.79701        21.93347       -22.93745       -24.06133
        6.87000        23.73009        23.99663        23.63231        23.31873        23.80818        21.94304       -22.93038       -24.05427
        6.88000        23.73965        24.00641        23.64222        23.32899        23.81935        21.95261       -22.92332       -24.04720
        6.89000        23.74922        24.01619        23.65213        23.33925        23.83052        21.96217       -22.91625       -24.04014
        6.90000        23.75878        24.02597        23.66203        23.34949        23.84168        21.97174       -22.90918       -24.03307
        6.91000        23.76833        24.03574        23.67192        23.35973        23.85284        21.98130       -22.90212       -24.02601
        6.92000        23.77789        24.04551        23.68181        23.36997        23.86399        21.99086       -22.89505       -24.01894
        6.93000        23.78743        24.05527        23.69169        23.38019        23.87514        22.00041       -22.88798       -24.01187
        6.94000        23.79698        24.06502        23.70156        23.39041        23.88628        22.00997       -22.88092       -24.00480
        6.95000        23.80651        24.07478        23.71143        23.40063        23.89742        22.01952       -22.87385       -23.99774
        6.96000        23.81605        24.08452        23.72129        23.41083        23.90856        22.02907       -22.86678       -23.99067
        6.97000        23.82558        24.09426        23.73114        23.42103        23.91969        22.03862       -22.85971       -23.98360
        6.98000        23.83511        24.10400        23.74099        23.43122        23.93081        22.04816       -22.85264       -23.97653
        6.99000        23.84463        24.11373        23.75083        23.44141        23.94194        22.05770       -22.84558       -23.96946
        7.00000        23.85415        24.12346        23.76067        23.45158        23.95305        22.06724       -22.83851       -23.96240
